day,store,net_sales,gross_sales,discounts,sales_reversals,orders,units,new_customers,returning_customers,customers
2025-02-03,Maceoo Resorts World Las Vegas,1323.07,1455.47,-132.4,0,2,10,0,1,2
2025-02-03,Maceoo Cosmo,691.32,691.32,0,0,1,3,1,0,1
2025-02-03,Online Store,4122.05,5227.97,-1105.92,0,20,30,10,9,18
2025-02-03,Maceoo Biloxi,391.11,488.88,-97.77,0,1,1,0,1,1
2025-02-03,Maceoo Atlantic,1959.19,2058.07,0,-98.88,5,12,2,3,4
2025-02-03,Maceoo PR,654.46,723.4,-68.94,0,3,5,1,2,3
2025-02-03,Maceoo MGM,618.26,1112.02,-199.05,-294.71,3,6,2,1,3
2025-02-03,Maceoo Tampa,29.46,29.46,0,0,1,2,0,0,1
2025-02-03,Maceoo Aria,3768.37,4134.21,-154.3,-211.54,8,32,5,3,8
2025-02-03,Venetian,3898.95,5569.92,-1670.97,0,1,9,0,1,1
2025-02-03,Maceoo Hollywood FL,3476.06,3753.82,-138.88,-138.88,7,28,6,1,7
2025-02-04,Maceoo Aria,3004.46,3056.79,-52.33,0,9,17,5,4,9
2025-02-04,Online Store,3782.81,3872.08,-25,-64.27,13,17,8,5,13
2025-02-04,Maceoo PR,1413.28,1413.28,0,0,2,6,1,1,2
2025-02-04,Maceoo Hollywood FL,4814.78,6406.59,-126.29,-1465.52,13,32,6,6,12
2025-02-04,Maceoo MGM,1039.53,1739.64,-700.11,0,3,7,1,1,3
2025-02-04,Maceoo Cosmo,588.18,588.18,0,0,3,6,2,0,3
2025-02-04,Maceoo Atlantic,1836.98,1836.98,0,0,6,11,5,1,6
2025-02-04,Maceoo Tampa,1985.39,2319.14,-333.75,0,4,15,2,1,4
2025-02-05,Maceoo Tampa,2405.46,2405.46,0,0,3,26,2,0,3
2025-02-05,Maceoo Atlantic,1167.95,1187.22,-19.27,0,6,30,4,2,6
2025-02-05,Maceoo Hollywood FL,3476.72,3735.37,-258.65,0,7,22,3,3,7
2025-02-05,Maceoo PR,1571.02,1939.44,-368.42,0,3,13,1,2,2
2025-02-05,Maceoo Resorts World Las Vegas,201.72,201.72,0,0,1,3,1,0,1
2025-02-05,Maceoo Cosmo,937.48,1047.18,-109.7,0,2,5,1,1,2
2025-02-05,Maceoo Aria,736.3,856.04,-119.74,0,2,53,0,2,2
2025-02-05,Maceoo MGM,1050.35,1605.89,-555.54,0,3,8,1,2,3
2025-02-05,Online Store,4769.54,7072.74,-256.04,-2047.16,22,28,7,14,21
2025-02-06,Maceoo Atlantic,2880.18,2880.18,0,0,5,12,2,2,5
2025-02-06,Maceoo Resorts World Las Vegas,2575.05,2610.78,-35.73,0,5,11,2,2,5
2025-02-06,Maceoo PR,188.88,188.88,0,0,1,1,0,1,1
2025-02-06,Maceoo Cosmo,823.32,823.32,0,0,2,8,1,1,2
2025-02-06,Online Store,6299.38,6315.26,-15.88,0,17,23,3,11,14
2025-02-06,Maceoo Tampa,290.34,290.34,0,0,2,3,0,1,2
2025-02-06,Maceoo Aria,6218.18,6332.92,-114.74,0,10,35,5,5,10
2025-02-06,Maceoo MGM,577.98,955.74,-377.76,0,3,7,2,1,3
2025-02-06,Maceoo Biloxi,2243.44,4920.52,-2677.08,0,9,29,1,5,7
2025-02-06,Maceoo Hollywood FL,3708.23,3708.23,0,0,13,27,6,5,12
2025-02-07,Maceoo Atlantic,3746.38,4430.26,0,-683.88,11,21,4,6,11
2025-02-07,Maceoo Aria,20631.39,21385.73,-754.34,0,14,79,6,8,13
2025-02-07,Maceoo MGM,2455.71,2720.7,-264.99,0,4,6,2,1,4
2025-02-07,Online Store,5410.94,9484.64,-1914.59,-2159.11,23,31,11,11,22
2025-02-07,Maceoo Biloxi,2218.11,2344.44,-126.33,0,6,14,1,2,4
2025-02-07,Maceoo Tampa,4400.64,4578,0,-177.36,7,27,2,3,6
2025-02-07,Maceoo Hollywood FL,8479.93,8525.25,-45.32,0,24,60,15,5,20
2025-02-07,Venetian,376.44,498.66,-122.22,0,1,2,0,1,1
2025-02-07,Maceoo Cosmo,1064.15,1064.15,0,0,3,9,2,1,3
2025-02-07,Maceoo Resorts World Las Vegas,1229.46,1229.46,0,0,6,16,6,0,6
2025-02-08,Maceoo Biloxi,3215.96,3823.2,-518.25,-88.99,11,12,4,2,7
2025-02-08,Maceoo Hollywood FL,9161.72,11143.86,-565.5,-1416.64,23,69,13,9,22
2025-02-08,Maceoo MGM,4054.79,4726.21,-671.42,0,12,30,9,2,12
2025-02-08,Maceoo Cosmo,6738.37,7550.79,-343.88,-468.54,8,22,3,3,7
2025-02-08,Maceoo Resorts World Las Vegas,882.42,1220.18,-148.88,-188.88,2,5,2,0,2
2025-02-08,WEB - Quiet LLC,188.88,188.88,0,0,1,1,0,1,1
2025-02-08,Maceoo Atlantic,4669.79,4982.99,-143.2,-170,11,48,7,3,11
2025-02-08,Maceoo Tampa,3269.89,3734.26,-464.37,0,9,14,3,6,9
2025-02-08,Online Store,5349.14,5424.14,-75,0,13,23,10,3,13
2025-02-08,Maceoo PR,1246.06,1357.92,-12.98,-98.88,5,8,4,1,5
2025-02-08,Maceoo Aria,6615.14,6634.02,-18.88,0,15,71,9,6,15
2025-02-09,Maceoo Resorts World Las Vegas,4034.5,4959.87,-925.37,0,3,12,3,0,3
2025-02-09,Maceoo Biloxi,562.11,1012.8,-24.05,-426.64,3,7,1,2,3
2025-02-09,Maceoo PR,1301.04,1301.04,0,0,5,8,3,2,5
2025-02-09,Maceoo Aria,12122.83,12122.83,0,0,5,63,4,1,5
2025-02-09,Maceoo Cosmo,2011.3,2011.3,0,0,5,16,4,1,5
2025-02-09,Maceoo Tampa,4201.61,4720.98,-430.37,-89,12,23,5,5,10
2025-02-09,Maceoo MGM,2917.15,3265.47,-348.32,0,10,21,5,2,8
2025-02-09,Online Store,1882.11,2742.08,-482.21,-377.76,10,13,5,5,10
2025-02-09,Maceoo Atlantic,3696.84,3778.32,-81.48,0,8,14,4,4,8
2025-02-09,Maceoo Hollywood FL,1222.01,1222.01,0,0,4,8,1,3,4
2025-02-10,Maceoo Resorts World Las Vegas,100.86,100.86,0,0,1,2,1,0,1
2025-02-10,Maceoo Cosmo,757.24,757.24,0,0,4,7,2,1,4
2025-02-10,Maceoo PR,-330,158.88,0,-488.88,1,1,0,1,1
2025-02-10,Maceoo Tampa,1179.9,1286.42,-106.52,0,2,8,1,0,2
2025-02-10,Venetian,355.86,355.86,0,0,1,2,1,0,1
2025-02-10,Maceoo Aria,9666.48,9884.66,-218.18,0,10,52,5,4,9
2025-02-10,Maceoo Hollywood FL,16280.35,17020.12,-739.77,0,5,20,0,4,4
2025-02-10,Maceoo Atlantic,1242.34,1541.22,0,-298.88,5,8,3,2,4
2025-02-10,Maceoo Biloxi,4729.8,5589.84,-860.04,0,6,19,2,2,5
2025-02-10,Maceoo MGM,2768.65,3012.52,-243.87,0,7,18,4,1,6
2025-02-10,Online Store,-3489.52,3405.3,-1369.86,-5524.96,12,-15,4,8,12
2025-02-11,Maceoo Cosmo,884.4,884.4,0,0,3,5,1,0,2
2025-02-11,Maceoo Resorts World Las Vegas,1134.64,1134.64,0,0,2,4,2,0,2
2025-02-11,Maceoo MGM,4281.49,6120.75,-1839.26,0,5,17,4,1,5
2025-02-11,Maceoo Aria,8956.7,9656.68,-169.98,-530,8,100,4,3,8
2025-02-11,Maceoo Atlantic,2221.89,2795.64,0,-573.75,7,10,2,3,4
2025-02-11,Maceoo Tampa,1541.55,1630.43,-88.88,0,5,12,3,1,5
2025-02-11,Maceoo Biloxi,202.4,301.28,0,-98.88,3,5,1,0,2
2025-02-11,Online Store,3598.7,4792.45,-945.99,-247.76,19,23,7,9,15
2025-02-11,Maceoo PR,4294.24,4423.12,0,-128.88,2,23,1,1,2
2025-02-11,Maceoo Hollywood FL,9698.4,10399.51,-701.11,0,16,63,10,6,16
2025-02-12,Maceoo Atlantic,1707.92,1707.92,0,0,3,6,0,2,3
2025-02-12,Maceoo PR,317.76,317.76,0,0,2,2,0,2,2
2025-02-12,Online Store,9848.98,13969.08,-2513.42,-1606.68,31,25,9,21,30
2025-02-12,Maceoo Cosmo,377.76,377.76,0,0,2,2,2,0,2
2025-02-12,Maceoo Aria,712.8,712.8,0,0,4,7,2,2,4
2025-02-12,Maceoo MGM,2686.02,2935.74,-249.72,0,2,3,1,0,2
2025-02-12,Maceoo Tampa,2749.11,6691,-162.45,-3779.44,9,15,1,5,5
2025-02-12,Maceoo Resorts World Las Vegas,825.18,825.18,0,0,4,8,2,2,4
2025-02-12,Maceoo Biloxi,1415.57,3921.44,-2505.87,0,5,13,2,1,4
2025-02-12,Maceoo Hollywood FL,3248.38,3737.26,0,-488.88,14,30,4,8,13
2025-02-13,Maceoo Cosmo,947.97,1147.41,-199.44,0,5,9,3,2,4
2025-02-13,Maceoo Biloxi,403.64,403.64,0,0,3,3,2,0,3
2025-02-13,Maceoo Aria,6265.91,6265.91,0,0,11,38,7,4,11
2025-02-13,Maceoo Atlantic,2335.3,2335.3,0,0,6,15,2,4,6
2025-02-13,Maceoo MGM,2792.64,3113.28,-320.64,0,7,14,3,2,6
2025-02-13,Online Store,1720.36,2837.43,-323.2,-793.87,9,14,3,6,9
2025-02-13,Maceoo PR,2828.75,2872.08,-43.33,0,11,16,7,4,11
2025-02-13,Maceoo Hollywood FL,8098.26,8136.02,-37.76,0,13,57,6,7,13
2025-02-13,Maceoo Tampa,2727.63,3538.25,-479.64,-330.98,6,16,2,4,5
2025-02-14,Maceoo Resorts World Las Vegas,1766.57,1766.57,0,0,5,14,4,1,5
2025-02-14,Maceoo Hollywood FL,8111.58,8192.53,-80.95,0,21,65,10,9,19
2025-02-14,Maceoo Aria,3365.08,3421.74,-56.66,0,14,22,7,5,12
2025-02-14,Maceoo Biloxi,2701.34,3370.96,-202.87,-466.75,9,24,5,4,8
2025-02-14,Maceoo Cosmo,21887.55,22778.54,-890.99,0,12,42,6,6,12
2025-02-14,Maceoo Tampa,6964.18,7370.3,-307.24,-98.88,11,32,3,6,10
2025-02-14,Maceoo Atlantic,5545.59,5794.47,-149.44,-99.44,11,32,6,4,11
2025-02-14,Online Store,3739.12,4250.29,-432.36,-78.81,16,19,5,10,15
2025-02-14,Maceoo MGM,1599.49,1814.2,-214.71,0,6,12,5,1,6
2025-02-14,Maceoo PR,1876.89,2559.72,-205.79,-477.04,9,18,5,4,9
2025-02-15,Maceoo Tampa,4954.87,7171.94,-751.57,-1465.5,19,41,8,6,15
2025-02-15,Maceoo Atlantic,9829.03,9859.39,-30.36,0,15,33,6,7,13
2025-02-15,Maceoo Cosmo,6939.84,7724.48,-108,-676.64,14,37,7,7,13
2025-02-15,Maceoo Hollywood FL,11477.59,12186.97,-354.72,-354.66,23,68,10,10,21
2025-02-15,Maceoo MGM,2602.47,3093.23,-490.76,0,6,19,2,3,6
2025-02-15,Maceoo Resorts World Las Vegas,4479.66,4528.66,-49,0,9,25,7,2,9
2025-02-15,Maceoo PR,978.62,1301.04,-179.43,-142.99,5,8,2,2,4
2025-02-15,Maceoo Biloxi,1264.49,1649.92,-86.55,-298.88,7,8,4,1,6
2025-02-15,Maceoo Aria,6312.79,6312.79,0,0,12,32,7,4,12
2025-02-15,Online Store,5954.83,6660.8,-705.97,0,23,34,7,14,19
2025-02-16,Online Store,2068.57,2227.45,-158.88,0,8,15,5,3,8
2025-02-16,Maceoo Cosmo,4886.11,6867.11,-83.24,-1897.76,5,13,1,3,5
2025-02-16,Maceoo Atlantic,7832.12,7899.56,-67.44,0,12,43,6,5,12
2025-02-16,Maceoo Hollywood FL,11242.14,11949.57,-707.43,0,13,56,4,9,13
2025-02-16,Maceoo Resorts World Las Vegas,812.81,863.58,-50.77,0,2,5,2,0,2
2025-02-16,Maceoo Biloxi,998.39,1022.16,-23.77,0,4,7,1,1,3
2025-02-16,Maceoo Tampa,2278.1,2552.27,-274.17,0,5,14,2,2,5
2025-02-16,Maceoo Aria,8582.37,8921.36,-338.99,0,9,53,3,5,7
2025-02-16,Maceoo MGM,4984.8,5469.64,-484.84,0,7,13,4,1,6
2025-02-16,Maceoo PR,238.43,257.76,-19.33,0,1,2,1,0,1
2025-02-17,Maceoo Hollywood FL,4950.79,6676.04,0,-1725.25,15,30,11,4,15
2025-02-17,Maceoo Aria,7763.36,7862.24,-98.88,0,7,24,2,5,7
2025-02-17,Maceoo PR,722.19,893.28,-171.09,0,2,6,1,1,2
2025-02-17,Online Store,3533.2,4378.72,-546.64,-298.88,15,18,8,7,14
2025-02-17,Maceoo Tampa,361.66,643.08,-56.66,-224.76,4,6,3,1,4
2025-02-17,Maceoo Resorts World Las Vegas,131.46,131.46,0,0,1,2,1,0,1
2025-02-17,Maceoo Biloxi,287.76,287.76,0,0,2,2,1,1,2
2025-02-17,Maceoo Cosmo,81.76,5080.64,0,-4998.88,1,2,0,1,1
2025-02-17,Maceoo Atlantic,3203.56,3469.1,-37.78,-227.76,11,14,4,6,10
2025-02-17,Maceoo MGM,1296.08,1372.51,-76.43,0,7,15,4,1,6
2025-02-18,Maceoo Aria,6726.7,7678.9,-952.2,0,8,59,3,4,8
2025-02-18,Maceoo Cosmo,2161.73,2161.73,0,0,9,23,5,4,9
2025-02-18,Maceoo PR,951.12,1192.16,-52.16,-188.88,5,6,2,3,4
2025-02-18,Maceoo Tampa,626.4,626.4,0,0,2,4,0,1,2
2025-02-18,Online Store,1639.35,4280.96,-183.77,-2457.84,12,9,3,8,11
2025-02-18,Maceoo Hollywood FL,2679.5,2679.5,0,0,9,12,7,2,9
2025-02-18,Maceoo Biloxi,166.28,217.76,-51.48,0,2,2,0,0,1
2025-02-18,Maceoo MGM,834.09,834.09,0,0,3,5,2,0,3
2025-02-18,Maceoo Atlantic,10777.87,10820.42,-42.55,0,7,19,3,4,7
2025-02-19,Maceoo MGM,192.66,510.42,-317.76,0,2,4,0,2,2
2025-02-19,Maceoo Atlantic,95.76,95.76,0,0,2,2,2,0,2
2025-02-19,Maceoo Tampa,704.98,1010.52,-146.66,-158.88,4,4,4,0,4
2025-02-19,Maceoo Cosmo,910.38,1827.24,0,-916.86,5,8,2,2,5
2025-02-19,Maceoo Aria,4350.58,4712.36,-361.78,0,13,30,5,8,11
2025-02-19,Online Store,1701.08,2329.34,-81.93,-546.33,10,11,3,7,10
2025-02-19,Maceoo Hollywood FL,3677.99,3785.08,-107.09,0,8,20,5,2,7
2025-02-20,Venetian,6500,6500,0,0,1,1,1,0,1
2025-02-20,Maceoo Aria,6824.59,6828.11,-3.52,0,6,97,2,3,6
2025-02-20,Maceoo PR,476.64,476.64,0,0,3,3,3,0,3
2025-02-20,Maceoo Hollywood FL,2867.19,2867.19,0,0,10,27,6,3,10
2025-02-20,Maceoo Resorts World Las Vegas,498.63,498.63,0,0,3,7,2,1,2
2025-02-20,Maceoo Atlantic,5236.47,5509.16,-272.69,0,6,31,2,2,5
2025-02-20,Online Store,2486.6,3035.44,-402.76,-146.08,10,11,5,5,10
2025-02-20,Maceoo Cosmo,2935.25,2935.25,0,0,5,16,3,1,5
2025-02-20,Maceoo MGM,1256.73,1829.04,-572.31,0,3,7,2,1,3
2025-02-20,Maceoo Tampa,68.88,68.88,0,0,1,1,1,0,1
2025-02-20,Maceoo Biloxi,2077.93,2306.56,-218.63,-10,6,34,1,2,4
2025-02-21,Maceoo MGM,1031.27,1031.27,0,0,4,12,2,2,4
2025-02-21,Maceoo PR,1053.28,1541.04,0,-487.76,3,6,1,2,3
2025-02-21,Venetian,248.31,354.72,-106.41,0,1,3,1,0,1
2025-02-21,Maceoo Atlantic,2319.09,2359.86,-40.77,0,9,33,4,4,9
2025-02-21,Maceoo Biloxi,2483.4,3026.88,-543.48,0,7,13,2,1,4
2025-02-21,Maceoo Cosmo,834.48,834.48,0,0,3,6,2,1,3
2025-02-21,Online Store,7043.86,7489.62,-228.33,-217.43,15,31,10,5,15
2025-02-21,Maceoo Aria,11171.35,12671.35,-1500,0,8,112,4,4,8
2025-02-21,Maceoo Hollywood FL,7398.14,7515.94,-117.8,0,16,51,7,8,16
2025-02-21,Maceoo Tampa,11047.75,19277.41,-2467.92,-5761.74,12,28,2,6,8
2025-02-22,Maceoo PR,98.88,98.88,0,0,1,1,0,1,1
2025-02-22,Online Store,2432.9,2517.79,-84.89,0,10,11,3,7,10
2025-02-22,Maceoo MGM,8824.4,9003.22,-178.82,0,14,34,11,2,14
2025-02-22,Maceoo Tampa,6648.34,6950.7,-302.36,0,15,33,8,4,12
2025-02-22,Maceoo Aria,10540.35,15226.81,-2415.37,-2271.09,20,88,11,7,19
2025-02-22,Maceoo Hollywood FL,3570.83,3786.42,-199.79,-15.8,13,37,10,2,13
2025-02-22,Maceoo Resorts World Las Vegas,2505.78,2902.97,-397.19,0,3,29,3,0,3
2025-02-22,Maceoo Atlantic,7648.44,7648.44,0,0,19,41,9,5,15
2025-02-22,Maceoo Cosmo,6968.95,8168.71,-1199.76,0,11,31,8,2,10
2025-02-22,Maceoo Biloxi,1975.8,2237.68,-73,-188.88,7,16,2,2,5
2025-02-23,Maceoo Cosmo,912.54,1312.54,-400,0,3,7,2,1,3
2025-02-23,Maceoo MGM,1293.32,1638.36,-345.04,0,8,16,7,0,8
2025-02-23,Maceoo Resorts World Las Vegas,304.86,304.86,0,0,1,2,1,0,1
2025-02-23,Maceoo PR,183.13,456.52,-27.84,-245.55,2,3,2,0,2
2025-02-23,Maceoo Biloxi,1591.52,1689.16,-97.64,0,5,23,3,1,5
2025-02-23,Maceoo Hollywood FL,6923.47,7621.39,-349.04,-348.88,16,51,10,5,16
2025-02-23,Maceoo Tampa,4664.47,4664.47,0,0,6,23,1,4,6
2025-02-23,Maceoo Atlantic,1218.34,3479.74,-16.76,-2244.64,10,41,5,3,9
2025-02-23,Maceoo Aria,3767.63,3999.38,-231.75,0,12,24,6,5,12
2025-02-23,Online Store,4776.18,5715.49,-939.31,0,21,32,7,13,20
2025-02-24,Maceoo Tampa,293.52,293.52,0,0,2,4,1,0,2
2025-02-24,Maceoo Atlantic,1105.52,1105.52,0,0,3,4,0,2,2
2025-02-24,Maceoo Hollywood FL,1981.93,2229.45,-48.64,-198.88,6,17,4,2,6
2025-02-24,Maceoo MGM,3123.41,3123.41,0,0,5,13,4,1,5
2025-02-24,Maceoo PR,528.4,528.4,0,0,1,5,1,0,1
2025-02-24,Maceoo Cosmo,1575.46,1725.29,-149.83,0,1,6,1,0,1
2025-02-24,Maceoo Biloxi,743.75,852.16,-108.41,0,2,7,1,1,2
2025-02-24,Online Store,3879.96,5124.86,-1244.9,0,14,16,8,6,14
2025-02-24,Maceoo Aria,3079.87,3786.08,-192.55,-513.66,10,30,5,3,8
2025-02-25,Online Store,-3186.51,5315.49,-860.84,-7641.16,16,5,7,9,16
2025-02-25,Maceoo PR,77.64,77.64,0,0,1,3,0,1,1
2025-02-25,Maceoo Atlantic,873.28,873.28,0,0,4,6,2,1,3
2025-02-25,Maceoo Aria,1588.16,1962.74,-171.72,-202.86,3,10,0,3,3
2025-02-25,Maceoo Tampa,1651.18,1851.18,-200,0,3,13,1,1,3
2025-02-25,Maceoo Resorts World Las Vegas,2286.09,2744.86,-458.77,0,4,13,3,1,4
2025-02-25,Maceoo Cosmo,921.13,959.67,-38.54,0,4,8,4,0,4
2025-02-25,Maceoo MGM,2143.87,2518.08,-374.21,0,8,18,4,1,5
2025-02-25,Maceoo Hollywood FL,11447.77,13154.01,-1706.24,0,6,23,3,2,6
2025-02-26,Maceoo Cosmo,2893.83,3242.06,-348.23,0,8,15,4,2,7
2025-02-26,Maceoo PR,1154.4,1154.4,0,0,3,5,2,1,2
2025-02-26,Maceoo Aria,11944.26,12940.36,-996.1,0,12,31,8,4,12
2025-02-26,Maceoo Hollywood FL,1529.38,3793.5,-266.36,-1997.76,10,23,4,4,8
2025-02-26,Maceoo Resorts World Las Vegas,3275.19,3325.13,-49.94,0,4,13,2,1,4
2025-02-26,Online Store,4725.77,6294.46,-619.81,-948.88,28,34,14,14,26
2025-02-26,Maceoo Atlantic,573.64,573.64,0,0,1,3,1,0,1
2025-02-26,Maceoo Tampa,2912.09,5186.26,-549.77,-1724.4,7,12,2,2,5
2025-02-26,Maceoo MGM,4164.01,4871.01,-707,0,12,34,6,4,11
2025-02-27,Maceoo PR,57.09,395.52,-39.55,-298.88,1,4,1,0,1
2025-02-27,Online Store,5685.14,6752.87,-739.97,-327.76,17,28,9,8,16
2025-02-27,Maceoo Cosmo,5143.01,6600.61,-1457.6,0,8,125,5,2,7
2025-02-27,Maceoo Aria,6588.38,9007.27,-2403.89,-15,14,34,7,6,14
2025-02-27,Maceoo Atlantic,3896.52,4099.06,-202.54,0,10,18,6,3,10
2025-02-27,Maceoo Tampa,2208.6,2208.6,0,0,3,5,1,0,2
2025-02-27,Maceoo Biloxi,1216.64,1312.04,-95.4,0,5,8,0,2,3
2025-02-27,Maceoo Hollywood FL,9193.6,10773.85,-1580.25,0,11,30,8,3,11
2025-02-27,Maceoo MGM,2519.23,2772.75,-253.52,0,10,24,8,1,9
2025-02-27,Maceoo Resorts World Las Vegas,936.1,993.89,-57.79,0,3,8,2,1,3
2025-02-28,Maceoo Tampa,8624.92,11315.1,-2621.3,-68.88,13,32,2,7,9
2025-02-28,Maceoo Cosmo,3603.99,3892.87,-100,-188.88,9,25,7,0,8
2025-02-28,Maceoo Aria,2838.75,3089.39,-250.64,0,9,35,4,5,9
2025-02-28,Maceoo MGM,3517.88,3574.54,-56.66,0,7,15,3,3,6
2025-02-28,Maceoo Atlantic,2794.05,3053.95,-81.02,-178.88,12,19,4,6,11
2025-02-28,Maceoo Hollywood FL,15529.08,20002.88,-897.64,-3576.16,30,102,16,11,27
2025-02-28,Maceoo Biloxi,964.62,984.4,-19.78,0,4,15,2,2,4
2025-02-28,Maceoo Resorts World Las Vegas,678.84,678.84,0,0,3,7,3,0,3
2025-02-28,Online Store,5445.81,5697.36,-62.67,-188.88,13,16,7,6,12
2025-02-28,Maceoo PR,536.64,635.52,0,-98.88,2,3,0,2,2
2025-02-28,Venetian,1508.14,4099.44,-2591.3,0,6,19,4,2,6
2025-03-01,Maceoo Aria,8817.66,11362.9,-336.66,-2208.58,17,52,10,7,16
2025-03-01,Maceoo Atlantic,5090.57,5115.57,-25,0,18,27,12,5,18
2025-03-01,Maceoo Cosmo,2218.91,2707.79,-73.32,-415.56,5,12,3,1,5
2025-03-01,Maceoo Biloxi,537.28,537.28,0,0,4,6,3,1,4
2025-03-01,Maceoo Hollywood FL,7023.56,7139.31,-53.76,-61.99,18,52,11,6,18
2025-03-01,Venetian,281.07,683.27,-402.2,0,2,4,2,0,2
2025-03-01,Maceoo Tampa,7016.47,7451.48,-435.01,0,10,33,3,4,7
2025-03-01,Maceoo MGM,10787,12064.8,-1277.8,0,15,46,10,5,14
2025-03-01,Online Store,5423,5672.77,-249.77,0,23,32,12,7,19
2025-03-01,Maceoo PR,257.76,257.76,0,0,2,2,1,1,1
2025-03-01,Maceoo Resorts World Las Vegas,426.52,426.52,0,0,3,4,2,1,3
2025-03-02,Maceoo MGM,2087.1,3866.56,-123.76,-1655.7,7,14,3,0,4
2025-03-02,Maceoo Biloxi,347.76,347.76,0,0,2,2,2,0,2
2025-03-02,Venetian,928.25,2214.84,-1286.59,0,1,4,0,1,1
2025-03-02,Maceoo PR,98.88,98.88,0,0,1,1,1,0,1
2025-03-02,Maceoo Hollywood FL,5911.4,6467.92,-68.52,-488,13,48,7,5,12
2025-03-02,Maceoo Resorts World Las Vegas,4146.99,5183.73,-1036.74,0,2,18,0,1,1
2025-03-02,Maceoo Tampa,1678.73,2406.16,-378.55,-348.88,7,11,2,3,6
2025-03-02,Maceoo Atlantic,5296.76,6162.62,-184.39,-681.47,7,22,2,5,7
2025-03-02,Maceoo Aria,8299.4,9707.59,-811.9,-596.29,12,52,7,5,11
2025-03-02,Maceoo Cosmo,2515.19,3612.21,-1097.02,0,5,14,4,0,5
2025-03-02,Online Store,7074.16,7920.73,-846.57,0,20,44,7,11,18
2025-03-03,Maceoo MGM,1358.54,1358.54,0,0,5,12,2,1,4
2025-03-03,Maceoo Biloxi,635.52,635.52,0,0,2,4,1,1,2
2025-03-03,Maceoo Cosmo,444.09,622.29,-178.2,0,4,6,3,1,4
2025-03-03,Maceoo Resorts World Las Vegas,960.11,960.11,0,0,3,7,2,1,3
2025-03-03,Maceoo Tampa,2262.71,2566.53,-303.82,0,2,9,0,2,2
2025-03-03,Maceoo PR,158.88,665.52,0,-506.64,1,1,0,1,1
2025-03-03,Online Store,2572.91,3423.64,-251.76,-598.97,15,23,8,6,14
2025-03-03,Maceoo Atlantic,2317.25,2416.69,-99.44,0,7,10,2,5,7
2025-03-03,Maceoo Aria,2614.58,3772.44,-955,-202.86,7,12,5,1,7
2025-03-03,Maceoo Hollywood FL,7654.29,7778.73,-124.44,0,11,53,7,3,11
2025-03-04,Maceoo MGM,229.26,229.26,0,0,2,4,2,0,2
2025-03-04,Online Store,418.62,8822.01,-6531.45,-1871.94,12,3,1,11,12
2025-03-04,Maceoo Cosmo,691.32,691.32,0,0,2,4,2,0,2
2025-03-04,Maceoo Aria,3019.6,3202.06,0,-182.46,4,7,2,1,3
2025-03-04,Maceoo Tampa,68.88,68.88,0,0,1,1,0,0,1
2025-03-04,Maceoo Biloxi,1092.52,1164.28,-71.76,0,3,6,1,2,3
2025-03-04,Maceoo Hollywood FL,10124.2,10193.08,-68.88,0,22,57,15,3,18
2025-03-04,Maceoo PR,367.76,496.64,0,-128.88,1,2,0,1,1
2025-03-05,Maceoo Tampa,1091.45,1146.68,-55.23,0,4,10,1,3,4
2025-03-05,Maceoo Biloxi,1604.67,2805.84,-254.57,-946.6,5,12,0,3,3
2025-03-05,Venetian,96,120,-24,0,1,2,0,1,1
2025-03-05,Maceoo Aria,5669.26,5669.26,0,0,6,18,3,3,5
2025-03-05,Maceoo Hollywood FL,3747.52,3747.52,0,0,16,43,11,4,15
2025-03-05,Maceoo PR,98.88,98.88,0,0,1,1,0,1,1
2025-03-05,Maceoo Cosmo,457.08,486.88,-29.8,0,1,2,1,0,1
2025-03-05,Maceoo MGM,380.99,420.28,-39.29,0,4,8,3,0,4
2025-03-05,Online Store,1708.59,2795.34,-313.99,-772.76,14,10,5,8,13
2025-03-05,Maceoo Atlantic,995.26,995.26,0,0,3,7,1,2,3
2025-03-05,Maceoo Resorts World Las Vegas,2691.99,3978.93,-1286.94,0,2,49,1,1,2
2025-03-06,Online Store,3646.92,4331.34,-196.66,-487.76,11,11,4,7,11
2025-03-06,Maceoo Hollywood FL,8871.98,9639.24,-767.26,0,16,51,11,5,15
2025-03-06,Maceoo PR,188.88,188.88,0,0,1,1,1,0,1
2025-03-06,Maceoo Atlantic,620.04,638.92,-18.88,0,3,5,0,3,3
2025-03-06,Maceoo Biloxi,503.88,692.76,0,-188.88,2,2,1,1,2
2025-03-06,Maceoo Tampa,7673.21,8485.23,-48.16,-763.86,6,28,1,4,6
2025-03-06,Maceoo Cosmo,966.52,966.52,0,0,3,7,3,0,3
2025-03-06,Maceoo Resorts World Las Vegas,1237.36,1318.42,-81.06,0,4,6,1,2,2
2025-03-06,Maceoo MGM,2150.17,2535.81,-385.64,0,9,24,7,2,9
2025-03-06,Maceoo Aria,5863.54,6252.25,-388.71,0,11,26,4,7,11
2025-03-07,Maceoo Resorts World Las Vegas,3410.84,3454.35,-43.51,0,8,15,6,2,8
2025-03-07,Maceoo Tampa,2671.65,3329.43,-19.15,-638.63,6,17,0,3,4
2025-03-07,Maceoo MGM,2732.9,3160.66,-427.76,0,4,11,3,1,4
2025-03-07,Maceoo Biloxi,3411.54,3498.2,-86.66,0,11,27,5,6,10
2025-03-07,Maceoo Aria,2720.42,2720.42,0,0,8,14,4,3,7
